time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-01-14T01:43:56.700Z,33.514,-116.7966667,4.25,1.07,ml,39,36,0.07132,0.19,ci,ci38086952,2018-01-14T01:47:37.605Z,"10km NE of Aguanga, CA",earthquake,0.19,0.49,0.123,25,automatic,ci,ci
2018-01-14T01:39:13.160Z,33.9366667,-116.9958333,16.29,0.79,ml,17,124,0.1212,0.11,ci,ci38086936,2018-01-14T03:22:22.269Z,"2km WNW of Beaumont, CA",earthquake,0.24,0.7,0.207,14,reviewed,ci,ci
2018-01-14T01:34:26.075Z,37.3026,-117.5668,8.3,0.3,ml,6,243.67,0.244,0.1155,nn,nn00618349,2018-01-15T02:40:50.183Z,"53km SSW of Goldfield, Nevada",earthquake,,10.1,0.13,3,reviewed,nn,nn
2018-01-14T01:30:31.470Z,33.9285,-116.825,3.98,1.24,ml,49,32,0.03706,0.17,ci,ci38086920,2018-01-14T01:41:25.580Z,"4km WNW of Cabazon, CA",earthquake,0.18,0.5,0.213,27,automatic,ci,ci
2018-01-14T01:25:40.432Z,38.3941,-118.8753,13.4,0.5,ml,5,218.3,0.324,0.0893,nn,nn00618315,2018-01-15T02:39:37.122Z,"26km WSW of Hawthorne, Nevada",earthquake,,26.6,0.33,2,reviewed,nn,nn
2018-01-14T01:22:04.544Z,38.5828,-118.4521,7.6,0.3,ml,6,122.44,0.071,0.0451,nn,nn00618314,2018-01-15T02:39:35.669Z,"16km ENE of Hawthorne, Nevada",earthquake,,4.3,0.34,4,reviewed,nn,nn
2018-01-14T01:20:27.554Z,39.6911,-120.6351,10.6,0.1,ml,5,170.39,0.087,0.1213,nn,nn00618216,2018-01-15T02:35:52.452Z,"19km SW of Portola, California",earthquake,,8.7,0,1,reviewed,nn,nn
2018-01-14T01:12:22.550Z,33.1658333,-115.6496667,1.06,1.61,ml,28,48,0.02853,0.23,ci,ci38086912,2018-01-14T03:13:55.222Z,"13km WNW of Calipatria, CA",earthquake,0.38,0.77,0.155,39,reviewed,ci,ci
2018-01-14T01:07:24.048Z,37.9678,-118.1884,11.9,0.9,ml,7,142.58,0.378,0.1416,nn,nn00618313,2018-01-15T02:39:34.162Z,"67km NNE of Dixon Lane-Meadow Creek, California",earthquake,,12.6,0.19,5,reviewed,nn,nn
2018-01-14T01:02:15.440Z,33.5108333,-116.7935,5.6,0,ml,12,107,0.08621,0.08,ci,ci38086896,2018-01-14T03:34:13.342Z,"10km NE of Aguanga, CA",earthquake,0.25,0.94,0.082,8,reviewed,ci,ci
2018-01-14T00:54:45.760Z,-25.9748,179.9553,480.55,4.6,mb,,55,3.759,0.96,us,us2000cjeb,2018-01-14T01:16:20.040Z,"South of the Fiji Islands",earthquake,12.3,7,0.075,53,reviewed,us,us
2018-01-14T00:54:19.592Z,39.6559,-120.0922,11.5,0.1,ml,5,159.81,0.055,0.053,nn,nn00618215,2018-01-15T02:35:50.845Z,"10km WSW of Cold Springs, Nevada",earthquake,,5.3,0.23,2,reviewed,nn,nn
2018-01-14T00:47:01.040Z,33.5178333,-116.7933333,4.22,0.77,ml,30,35,0.06664,0.18,ci,ci38086888,2018-01-16T15:27:18.400Z,"11km NE of Aguanga, CA",earthquake,0.21,0.55,0.097,21,reviewed,ci,ci
2018-01-14T00:27:19.060Z,46.2478333,-122.0731667,8.68,0.2,ml,8,215,0.0442,0.13,uw,uw61342662,2018-01-15T23:57:11.730Z,"37km SSE of Morton, Washington",earthquake,0.72,0.62,0.123,6,reviewed,uw,uw
2018-01-14T00:21:17.350Z,37.5363333,-118.8045,0.49,0.5,md,7,324,0.05706,0.02,nc,nc72953800,2018-01-16T17:55:02.519Z,"11km WSW of Toms Place, CA",earthquake,2.46,31.61,0.141,6,reviewed,nc,nc
2018-01-14T00:11:06.390Z,34.4868333,-118.0158333,10.37,1.33,ml,19,57,0.06262,0.15,ci,ci38086872,2018-01-16T15:26:37.652Z,"5km SW of Littlerock, CA",earthquake,0.31,0.51,0.266,29,reviewed,ci,ci
2018-01-13T23:59:45.150Z,38.7905006,-122.7440033,0.22,0.63,md,6,89,0.009217,0.01,nc,nc72953795,2018-01-14T00:19:03.588Z,"2km NE of The Geysers, CA",earthquake,0.36,0.93,0.17,3,automatic,nc,nc
2018-01-13T23:56:57.660Z,17.9516,-65.3375,40,2.49,md,4,350,0.7694,0.27,pr,pr2018013008,2018-01-14T05:19:49.856Z,"21km SE of Esperanza, Puerto Rico",earthquake,7.57,8.01,0.35,3,reviewed,pr,pr
2018-01-13T23:52:18.290Z,37.5908318,-118.9213333,9.11,1.45,md,15,84,0.03812,0.03,nc,nc72953790,2018-01-14T02:04:03.351Z,"7km SE of Mammoth Lakes, CA",earthquake,0.46,0.86,0.11,12,automatic,nc,nc
2018-01-13T23:48:20.500Z,19.3133335,-155.087326,4.68,2.01,md,42,203,0.04798,0.21,hv,hv70013467,2018-01-13T23:51:35.820Z,"20km SE of Volcano, Hawaii",earthquake,0.72,0.98,0.16,23,automatic,hv,hv
2018-01-13T23:41:22.166Z,60.1505,-150.752,54.6,2.3,ml,,,,0.37,ak,ak18045899,2018-01-13T23:47:10.620Z,"39km SE of Cohoe, Alaska",earthquake,,1.3,,,automatic,ak,ak
2018-01-13T23:37:06.890Z,38.784668,-122.7701645,2.88,0.5,md,6,118,0.01435,0.02,nc,nc72953785,2018-01-14T01:38:01.308Z,"1km NW of The Geysers, CA",earthquake,1.22,2.56,0.06,3,automatic,nc,nc
2018-01-13T23:29:46.540Z,18.3443,96.1114,10,4.6,mb,,92,2.563,0.75,us,us2000cjdw,2018-01-14T00:40:28.429Z,"37km WSW of Pyu, Burma",earthquake,3.5,1.9,0.09,37,reviewed,us,us
2018-01-13T23:23:23.320Z,38.7911682,-122.7701645,3.1,1.16,md,14,76,0.02071,0.03,nc,nc72953780,2018-01-14T01:10:02.687Z,"2km NW of The Geysers, CA",earthquake,0.34,0.8,0.11,5,automatic,nc,nc
2018-01-13T23:21:00.700Z,34.0685,-117.172,9.58,0.84,ml,15,147,0.1716,0.26,ci,ci38086848,2018-01-13T23:24:42.814Z,"2km NE of Redlands, CA",earthquake,0.78,1.93,0.143,18,automatic,ci,ci
2018-01-13T23:14:29.060Z,46.8586667,-121.7526667,1.04,0.09,ml,7,100,0.01852,0.06,uw,uw61342652,2018-01-15T23:54:03.340Z,"28km NNW of Packwood, Washington",earthquake,0.48,0.55,0.147,5,reviewed,uw,uw
2018-01-13T23:10:51.340Z,37.6666667,-118.8658333,4.47,0.41,md,16,106,0.03316,0.1,nc,nc72953770,2018-01-16T17:52:02.514Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.29,0.79,0.068,12,reviewed,nc,nc
2018-01-13T22:58:14.440Z,43.5931667,-110.4573333,2.95,2.47,ml,19,133,0.108,0.17,mb,mb80277694,2018-01-16T16:16:04.860Z,"27km ENE of Jackson, Wyoming",earthquake,0.83,4.23,0.313,10,reviewed,mb,mb
2018-01-13T22:52:18.878Z,39.126,-118.0638,11.9,0.9,ml,14,125.92,0.083,0.1745,nn,nn00618202,2018-01-14T00:07:30.137Z,"31km NNW of Gabbs, Nevada",earthquake,,1.3,0.75,6,reviewed,nn,nn
2018-01-13T22:51:31.475Z,37.7525,-116.309,12.4,0.9,ml,11,109.08,0.458,0.2733,nn,nn00618201,2018-01-14T00:13:49.767Z,"48km S of Warm Springs, Nevada",earthquake,,4.5,0.21,6,reviewed,nn,nn
2018-01-13T22:35:44.360Z,33.4911667,-116.7851667,4.84,0.4,ml,22,80,0.08414,0.13,ci,ci38086840,2018-01-14T03:03:01.156Z,"9km NE of Aguanga, CA",earthquake,0.25,1.03,0.07,7,reviewed,ci,ci
2018-01-13T22:34:55.210Z,37.5635,-118.8238333,2.33,0.53,md,7,288,0.02681,0.02,nc,nc72953760,2018-01-16T17:49:02.506Z,"13km W of Toms Place, CA",earthquake,2.15,1.31,0.187,6,reviewed,nc,nc
2018-01-13T22:20:52.936Z,39.3791,-119.7487,6.4,1,ml,28,52.53,0.017,0.2165,nn,nn00618195,2018-01-13T22:37:03.101Z,"11km NW of Virginia City, Nevada",earthquake,,1,0.1,7,reviewed,nn,nn
2018-01-13T22:11:48.070Z,36.1085,-117.781,8.1,1.07,ml,11,133,0.06049,0.18,ci,ci38086832,2018-01-16T15:26:56.446Z,"17km ENE of Coso Junction, CA",earthquake,0.6,0.81,0.147,10,reviewed,ci,ci
2018-01-13T22:01:20.964Z,61.076,-150.926,16.1,1.9,ml,,,,0.5,ak,ak18045452,2018-01-13T22:11:12.247Z,"47km NNE of Nikiski, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-01-13T21:59:15.131Z,62.2386,-150.5023,12.7,1.8,ml,,,,0.46,ak,ak18045449,2018-01-13T22:11:12.476Z,"22km WSW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-01-13T21:42:52.423Z,39.3814,-119.7491,5.8,1,ml,19,94.67,0.015,0.2037,nn,nn00618191,2018-01-13T22:14:48.814Z,"11km NW of Virginia City, Nevada",earthquake,,1.1,0.2,9,reviewed,nn,nn
2018-01-13T21:32:07.604Z,59.5516,-153.0754,110.3,2.8,ml,,,,0.4,ak,ak18045441,2018-01-13T21:39:26.160Z,"74km WSW of Anchor Point, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-01-13T21:28:51.830Z,38.8255005,-122.856163,2.28,0.32,md,11,107,0.002116,0.02,nc,nc72953750,2018-01-13T23:46:03.515Z,"10km WNW of The Geysers, CA",earthquake,0.42,0.79,0.24,2,automatic,nc,nc
2018-01-13T21:15:21.227Z,40.4823,-117.6572,8.2,1.9,ml,7,200.8,0.336,0.2636,nn,nn00618180,2018-01-13T21:46:41.945Z,"54km S of Winnemucca, Nevada",earthquake,,11.1,0.35,5,reviewed,nn,nn
2018-01-13T21:14:50.890Z,38.8149986,-122.8284988,2.15,0.87,md,11,91,0.006145,0.02,nc,nc72953745,2018-01-13T21:29:03.234Z,"8km NW of The Geysers, CA",earthquake,0.33,0.54,0.05,3,automatic,nc,nc
2018-01-13T21:08:20.421Z,62.0624,-149.6516,20.4,2.5,ml,,,,0.69,ak,ak18044997,2018-01-13T21:26:14.108Z,"15km SE of Y, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-01-13T21:04:22.480Z,37.6006667,-118.9271667,0.46,0.31,md,10,207,0.01482,0.04,nc,nc72953740,2018-01-16T17:44:03.244Z,"6km SE of Mammoth Lakes, CA",earthquake,0.76,0.48,0.215,8,reviewed,nc,nc
2018-01-13T20:58:28.130Z,-4.9225,151.7555,100.49,4.9,mb,,66,0.832,0.98,us,us2000cjcy,2018-01-13T21:16:58.040Z,"84km SW of Kokopo, Papua New Guinea",earthquake,7.2,6.6,0.074,57,reviewed,us,us
2018-01-13T20:54:15.956Z,37.6744,-116.3119,0,0.8,ml,10,95.21,0.393,0.1641,nn,nn00618175,2018-01-13T21:34:14.484Z,"57km S of Warm Springs, Nevada",earthquake,,0,0.24,5,reviewed,nn,nn
2018-01-13T20:50:02.200Z,40.547,-122.2048333,19.88,1.28,md,6,166,0.05488,0.06,nc,nc72953735,2018-01-16T18:13:02.562Z,"2km WSW of Millville, CA",earthquake,0.74,1.25,0.097,5,reviewed,nc,nc
2018-01-13T20:46:32.121Z,40.4908,-117.659,9.4,1.9,ml,8,161.81,0.339,0.202,nn,nn00618171,2018-01-13T21:24:45.359Z,"53km S of Winnemucca, Nevada",earthquake,,10.9,0.26,4,reviewed,nn,nn
2018-01-13T20:44:51.280Z,35.6653,-97.399,5.08,2.7,mb_lg,,34,0.026,0.29,us,us2000cjcu,2018-01-14T15:23:10.342Z,"7km E of Edmond, Oklahoma",earthquake,1.3,5.6,0.114,20,reviewed,us,us
2018-01-13T20:43:30.070Z,37.5951667,-118.9236667,0.9,1.21,md,24,131,0.01818,0.03,nc,nc72953730,2018-01-16T18:02:03.536Z,"7km SE of Mammoth Lakes, CA",earthquake,0.25,0.52,0.238,21,reviewed,nc,nc
2018-01-13T20:34:30.050Z,38.8056679,-122.802002,0.75,1.04,md,13,105,0.005716,0.05,nc,nc72953720,2018-01-13T22:54:02.392Z,"5km NW of The Geysers, CA",earthquake,0.33,0.65,0.12,4,automatic,nc,nc
2018-01-13T20:31:12.140Z,38.7989998,-122.8098297,1.87,0.88,md,13,90,0.01446,0.04,nc,nc72953715,2018-01-13T22:25:02.332Z,"5km WNW of The Geysers, CA",earthquake,0.37,0.65,0.08,3,automatic,nc,nc
2018-01-13T20:29:29.705Z,39.3846,-119.7465,5.3,0.5,ml,8,109.53,0.015,0.1378,nn,nn00618331,2018-01-14T21:49:50.471Z,"11km NW of Virginia City, Nevada",earthquake,,1.4,0.88,4,reviewed,nn,nn
2018-01-13T20:27:07.976Z,60.2367,-140.9887,0,2.1,ml,,,,0.7,ak,ak18044992,2018-01-13T20:34:10.324Z,"82km ENE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-01-13T20:23:50.700Z,60.9751,-151.5155,73.5,1.9,ml,,,,0.32,ak,ak18044990,2018-01-13T20:29:14.451Z,"34km NNW of Nikiski, Alaska",earthquake,,1.2,,,automatic,ak,ak
2018-01-13T20:20:08.969Z,61.5816,-149.6222,29.6,1.7,ml,,,,0.54,ak,ak18044989,2018-01-13T20:25:41.824Z,"4km SSW of Meadow Lakes, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-01-13T20:08:36.170Z,16.6125,-100.8917,10,4.1,mb,,266,2.416,0.41,us,us2000cjch,2018-01-13T22:34:05.040Z,"73km SSW of Tecpan de Galeana, Mexico",earthquake,6.4,2,0.166,10,reviewed,us,us
2018-01-13T19:48:13.040Z,38.845665,-122.8306656,1.27,1.04,md,13,122,0.008006,0.06,nc,nc72953710,2018-01-13T20:22:03.224Z,"10km WNW of Cobb, CA",earthquake,0.43,0.62,0.14,4,automatic,nc,nc
2018-01-13T19:47:07.390Z,38.8419991,-122.833168,1.27,0.57,md,8,94,0.003857,0.03,nc,nc72953705,2018-01-13T21:57:04.280Z,"10km WNW of Cobb, CA",earthquake,0.46,1.03,0.01,2,automatic,nc,nc
2018-01-13T19:25:52.828Z,39.3877,-119.7533,5.5,0.6,ml,7,117.03,0.009,0.1556,nn,nn00618334,2018-01-14T22:02:38.174Z,"12km NW of Virginia City, Nevada",earthquake,,1.4,0.33,3,reviewed,nn,nn
2018-01-13T19:04:12.610Z,46.2478333,-122.0691667,9.16,0.85,ml,17,217,0.04697,0.14,uw,uw61342622,2018-01-15T23:47:51.370Z,"37km SSE of Morton, Washington",earthquake,0.61,0.69,0.281,13,reviewed,uw,uw
2018-01-13T19:02:47.110Z,38.8050003,-122.8154984,3.3,0.7,md,13,100,0.01136,0.04,nc,nc72953695,2018-01-13T21:00:03.327Z,"6km WNW of The Geysers, CA",earthquake,0.41,0.58,0.2,2,automatic,nc,nc
2018-01-13T18:56:30.975Z,60.2323,-141.0064,0,2,ml,,,,0.6,ak,ak18044555,2018-01-13T19:02:48.634Z,"81km ENE of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-01-13T18:37:33.780Z,46.2578333,-122.059,9.8,1.57,ml,35,124,0.05549,0.15,uw,uw61342617,2018-01-15T23:37:58.560Z,"37km SSE of Morton, Washington",earthquake,0.31,0.5,0.175,25,reviewed,uw,uw
2018-01-13T18:07:26.389Z,59.9105,-139.3907,0,2,ml,,,,0.83,ak,ak18044544,2018-01-13T18:14:56.651Z,"44km NNE of Yakutat, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-01-13T18:02:08.989Z,39.3831,-119.7496,6.5,1.2,ml,26,52.29,0.014,0.2037,nn,nn00618127,2018-01-13T18:30:44.519Z,"11km NW of Virginia City, Nevada",earthquake,,0.9,0.24,8,reviewed,nn,nn
2018-01-13T17:52:23.600Z,39.3166656,-122.7876663,9.21,2.25,md,10,115,0.1431,0.08,nc,nc72953690,2018-01-13T20:32:02.247Z,"18km SE of Lake Pillsbury, CA",earthquake,0.39,1.33,0.17,6,automatic,nc,nc
2018-01-13T17:51:17.320Z,38.8123322,-122.8284988,1.36,0.85,md,11,77,0.0035,0.04,nc,nc72953685,2018-01-13T18:06:03.984Z,"7km WNW of The Geysers, CA",earthquake,0.32,0.52,0.05,4,automatic,nc,nc
2018-01-13T17:32:05.860Z,-24.5298,-179.9881,497.37,4.5,mb,,74,5.043,0.45,us,us2000cjbc,2018-01-15T15:25:17.040Z,"South of the Fiji Islands",earthquake,11.9,8.3,0.051,114,reviewed,us,us
2018-01-13T17:29:54.850Z,37.2486649,-121.6311646,2.95,1.38,md,13,99,0.03502,0.03,nc,nc72953675,2018-01-13T20:17:01.213Z,"13km N of Morgan Hill, CA",earthquake,0.26,0.92,0.24,8,automatic,nc,nc
2018-01-13T17:24:58.991Z,39.3864,-119.7522,5.5,0.4,ml,7,117.31,0.011,0.1918,nn,nn00618333,2018-01-14T21:56:00.607Z,"12km NW of Virginia City, Nevada",earthquake,,1.5,0.25,4,reviewed,nn,nn
2018-01-13T17:05:27.930Z,28.8318,52.0993,10,4.6,mb,,71,5.33,0.88,us,us2000cjax,2018-01-15T15:19:16.040Z,"46km W of Firuzabad, Iran",earthquake,6.8,1.8,0.06,82,reviewed,us,us
2018-01-13T17:00:19.860Z,37.6271667,-118.8343333,4.13,0.05,md,9,157,0.003312,0.05,nc,nc72953665,2018-01-16T17:17:02.184Z,"13km E of Mammoth Lakes, CA",earthquake,0.48,1.27,0.242,8,reviewed,nc,nc
2018-01-13T16:54:03.780Z,35.9963341,-120.8676682,5.65,1.23,md,9,225,0.03342,0.01,nc,nc72953660,2018-01-13T19:26:02.133Z,"4km SE of San Ardo, CA",earthquake,1.21,6.57,0.68,2,automatic,nc,nc
2018-01-13T16:45:03.850Z,33.5006667,-116.7658333,8.38,0.48,ml,15,82,0.06882,0.16,ci,ci38086760,2018-01-16T15:26:58.990Z,"10km SW of Anza, CA",earthquake,0.33,0.94,0.094,12,reviewed,ci,ci
2018-01-13T16:42:55.310Z,50.6171,-173.2622,57.7,3.2,ml,,,,0.47,ak,ak18044111,2018-01-13T20:46:30.230Z,"187km SSE of Atka, Alaska",earthquake,,37.8,,,reviewed,ak,ak
2018-01-13T16:42:01.420Z,34.2116667,-117.429,11.65,1.18,ml,36,54,0.05162,0.15,ci,ci38086752,2018-01-16T15:28:25.200Z,"3km WSW of Devore, CA",earthquake,0.25,0.44,0.224,28,reviewed,ci,ci
2018-01-13T16:38:17.896Z,61.9061,-149.2902,0.1,1.8,ml,,,,0.54,ak,ak18044109,2018-01-13T16:41:54.264Z,"18km N of Fishhook, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-01-13T16:34:50.310Z,38.8461685,-122.8013306,0.76,0.57,md,9,83,0.009273,0.01,nc,nc72953650,2018-01-13T17:02:02.680Z,"7km WNW of Cobb, CA",earthquake,0.42,1.34,,1,automatic,nc,nc
2018-01-13T16:30:14.130Z,34.6264,23.3309,28.57,4.6,mb,,74,3.272,1.19,us,us2000cjat,2018-01-15T18:39:28.954Z,"74km SSW of Palaiochora, Greece",earthquake,8.2,6,0.072,58,reviewed,us,us
2018-01-13T16:16:53.477Z,61.6615,-148.4671,15.9,0.8,ml,,,,0.33,ak,ak18043680,2018-01-13T16:23:46.197Z,"25km E of Lazy Mountain, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-01-13T16:15:28.960Z,38.7663345,-122.7436676,2.04,1.53,md,10,199,0.01773,0.03,nc,nc72953635,2018-01-13T17:35:02.762Z,"2km SE of The Geysers, CA",earthquake,0.79,0.72,0.27,3,automatic,nc,nc
2018-01-13T16:00:40.775Z,39.3886,-119.7506,6.2,0.5,ml,13,94.36,0.011,0.185,nn,nn00618209,2018-01-14T00:23:04.065Z,"12km NW of Virginia City, Nevada",earthquake,,1,0.25,4,reviewed,nn,nn
2018-01-13T15:54:38.322Z,39.3805,-119.7641,4.7,0.6,ml,6,158.94,0.01,0.0714,nn,nn00618210,2018-01-14T00:29:13.746Z,"12km NW of Virginia City, Nevada",earthquake,,1.7,0,1,reviewed,nn,nn
2018-01-13T15:44:11.541Z,39.3897,-119.7551,6.5,0.6,ml,13,93.74,0.008,0.2027,nn,nn00618208,2018-01-14T00:01:08.932Z,"12km NW of Virginia City, Nevada",earthquake,,1.4,0.41,4,reviewed,nn,nn
2018-01-13T15:43:08.394Z,39.4115,-119.7745,5.2,0.6,ml,9,115.56,0.023,0.1099,nn,nn00618206,2018-01-13T23:51:43.211Z,"13km SSE of Reno, Nevada",earthquake,,1.8,0.18,3,reviewed,nn,nn
2018-01-13T15:36:12.060Z,37.4824982,-121.8024979,5.24,1.32,md,14,78,0.03214,0.08,nc,nc72953630,2018-01-13T17:07:03.689Z,"11km ENE of Milpitas, CA",earthquake,0.3,0.59,0.18,11,automatic,nc,nc
2018-01-13T15:31:02.920Z,36.9595,-121.5791667,3.37,0.69,md,11,86,0.004786,0.05,nc,nc72953625,2018-01-16T18:02:01.537Z,"5km S of Gilroy, CA",earthquake,0.2,0.27,0.09,11,reviewed,nc,nc
2018-01-13T15:29:15.120Z,38.8133316,-122.8223343,2.93,0.76,md,17,74,0.006961,0.04,nc,nc72953620,2018-01-13T16:14:02.562Z,"7km NW of The Geysers, CA",earthquake,0.29,0.77,0.16,2,automatic,nc,nc
2018-01-13T15:17:23.950Z,34.838,-118.8995,12.57,1.19,ml,12,87,0.04001,0.12,ci,ci38086728,2018-01-14T02:54:11.117Z,"3km W of Lebec, CA",earthquake,0.29,0.53,0.122,6,reviewed,ci,ci
2018-01-13T15:15:07.826Z,60.2299,-140.9937,0,1.6,ml,,,,0.61,ak,ak18043678,2018-01-13T15:26:03.174Z,"81km ENE of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-01-13T15:13:49.530Z,38.5676651,-122.7750015,1.94,1,mh,6,196,0.2029,0.15,nc,nc72953615,2018-01-13T15:46:04.493Z,"4km ENE of Windsor, CA",earthquake,4,14.52,,0,reviewed,nc,nc
2018-01-13T15:07:23.071Z,39.3862,-119.7445,5.6,0.2,ml,10,95.23,0.016,0.1782,nn,nn00618204,2018-01-13T23:11:37.887Z,"11km NW of Virginia City, Nevada",earthquake,,1.3,0.03,2,reviewed,nn,nn
2018-01-13T15:05:00.530Z,37.3114,-104.9072,5.07,2.6,ml,,67,0.432,0.62,us,us2000cjan,2018-01-13T17:14:16.746Z,"36km SSW of Walsenburg, Colorado",earthquake,2.5,7.2,0.077,22,reviewed,us,us
2018-01-13T15:00:58.110Z,37.6063333,-118.9616667,2.25,0.41,md,16,166,0.01087,0.04,nc,nc72953610,2018-01-16T17:19:03.194Z,"4km SSE of Mammoth Lakes, CA",earthquake,0.59,0.43,0.184,13,reviewed,nc,nc
2018-01-13T14:53:34.466Z,39.3817,-119.7496,6.5,1.1,ml,21,57.17,0.014,0.1904,nn,nn00618104,2018-01-13T18:18:12.298Z,"11km NW of Virginia City, Nevada",earthquake,,1,0.23,8,reviewed,nn,nn
2018-01-13T14:46:06.560Z,18.5653,-64.8923,25,3.31,md,4,350,1.7566,0.33,pr,pr2018013007,2018-01-13T17:33:18.690Z,"25km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,9.84,28.31,0.05,3,reviewed,pr,pr
2018-01-13T14:33:34.036Z,52.9822,-172.1159,73.8,2.9,ml,,,,1.45,ak,ak18043677,2018-01-13T20:34:10.528Z,"79km NW of Amukta Island, Alaska",earthquake,,4.3,,,reviewed,ak,ak
2018-01-13T14:31:25.499Z,39.3786,-119.7491,5.6,0.9,ml,16,94.7,0.017,0.1878,nn,nn00618103,2018-01-13T18:02:33.203Z,"11km NW of Virginia City, Nevada",earthquake,,1.1,0.16,5,reviewed,nn,nn
2018-01-13T14:19:03.520Z,-21.4458,-68.8408,129.22,4.6,mb,,53,0.51,0.81,us,us2000cjag,2018-01-13T14:36:25.040Z,"113km N of Calama, Chile",earthquake,6.4,6.7,0.145,14,reviewed,us,us
2018-01-13T14:15:20.398Z,38.0344,-118.8388,7.7,0.6,ml,10,109.77,0.054,0.1491,nn,nn00618102,2018-01-13T17:34:24.181Z,"42km SE of Bridgeport, California",earthquake,,3.3,0.35,4,reviewed,nn,nn
2018-01-13T14:05:02.417Z,39.3813,-119.7457,5.7,0.3,ml,13,95.13,0.017,0.1829,nn,nn00618203,2018-01-13T23:02:14.698Z,"11km NW of Virginia City, Nevada",earthquake,,1.1,0.15,3,reviewed,nn,nn
2018-01-13T14:01:50.260Z,44.9996667,-111.792,6.56,1.84,ml,19,88,0.284,0.23,mb,mb80277669,2018-01-13T15:49:14.970Z,"34km SSE of Virginia City, Montana",earthquake,0.63,1.78,0.206,5,reviewed,mb,mb
2018-01-13T13:57:26.160Z,41.8995,-112.2351667,6.06,1.96,ml,20,83,0.07315,0.15,uu,uu60265097,2018-01-16T16:24:44.050Z,"18km NNW of Garland, Utah",earthquake,0.41,0.69,0.185,4,reviewed,uu,uu
2018-01-13T13:46:39.065Z,39.3896,-119.7564,5.3,0.1,ml,8,116.37,0.007,0.1791,nn,nn00618199,2018-01-13T22:46:30.993Z,"12km NW of Virginia City, Nevada",earthquake,,1.8,0.39,3,reviewed,nn,nn
2018-01-13T13:45:37.880Z,17.8301,-66.8501,11,2.46,md,5,260,0.2389,0.31,pr,pr2018013006,2018-01-13T17:33:06.493Z,"16km SSE of Guanica, Puerto Rico",earthquake,2.63,3.02,0.11,5,reviewed,pr,pr
2018-01-13T13:43:03.650Z,36.9351654,-121.6708298,11.35,1.67,md,21,53,0.008345,0.05,nc,nc72953605,2018-01-13T14:26:02.311Z,"6km NNW of Aromas, CA",earthquake,0.27,0.48,0.23,19,automatic,nc,nc
2018-01-13T13:38:12.833Z,39.3812,-119.7483,5.3,0.8,ml,14,94.78,0.016,0.16,nn,nn00618101,2018-01-13T17:28:07.995Z,"11km NW of Virginia City, Nevada",earthquake,,1.1,0.35,5,reviewed,nn,nn
2018-01-13T13:26:43.775Z,39.3821,-119.7488,5.8,0.8,ml,17,94.71,0.015,0.1763,nn,nn00618100,2018-01-13T17:21:45.227Z,"11km NW of Virginia City, Nevada",earthquake,,1.1,0.14,2,reviewed,nn,nn
2018-01-13T13:24:19.400Z,34.0535,-117.1155,10.41,0.96,ml,30,57,0.05475,0.2,ci,ci38086720,2018-01-13T13:27:57.672Z,"2km SE of Mentone, CA",earthquake,0.26,0.69,0.148,30,automatic,ci,ci
2018-01-13T13:24:05.727Z,39.3827,-119.7513,5.6,-0.1,ml,8,117.56,0.013,0.1502,nn,nn00618200,2018-01-13T22:52:48.966Z,"11km NW of Virginia City, Nevada",earthquake,,1.4,0.44,3,reviewed,nn,nn
2018-01-13T12:59:01.720Z,44.773,-111.0301667,7.54,0.6,md,12,125,0.02189,0.11,uu,uu60265092,2018-01-16T15:22:02.250Z,"13km NNE of West Yellowstone, Montana",earthquake,0.35,0.57,0.229,7,reviewed,uu,uu
2018-01-13T12:54:33.975Z,39.3861,-119.7467,5.4,0.1,ml,7,118.45,0.015,0.1606,nn,nn00618198,2018-01-13T22:40:13.982Z,"11km NW of Virginia City, Nevada",earthquake,,1.7,0.44,3,reviewed,nn,nn
2018-01-13T12:52:03.650Z,39.3809,-119.748,6.2,0.8,ml,18,87.74,0.016,0.2204,nn,nn00618099,2018-01-13T17:12:14.310Z,"11km NW of Virginia City, Nevada",earthquake,,1.2,0.2,2,reviewed,nn,nn
2018-01-13T12:50:45.417Z,39.3778,-119.754,5.1,-0.1,ml,8,117.08,0.015,0.1483,nn,nn00618196,2018-01-13T22:24:29.893Z,"11km NW of Virginia City, Nevada",earthquake,,1.6,0,1,reviewed,nn,nn
